result_id,scenario_id,analysis_id,parameter_id,method,policy,max_items,stop_early,guessing,n_participants,metric,estimate,mc_se,decision_metric,decision_value,decision_threshold,meets_requirement,participant_payment,currency
random_m16_g0.00_stop__mae,random_m16_g0.00_stop,ability,mae,precision-estimation,random,16,True,0.0,40,mae,0.40852178515637316,0.009219604553996041,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__bias,random_m16_g0.00_stop,ability,bias,precision-estimation,random,16,True,0.0,40,bias,0.012601350037531248,0.020746271292831672,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__pearson_r,random_m16_g0.00_stop,ability,pearson_r,precision-estimation,random,16,True,0.0,40,pearson_r,0.8550366012680886,0.009627179348881743,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__mean_posterior_sd,random_m16_g0.00_stop,ability,mean_posterior_sd,precision-estimation,random,16,True,0.0,40,mean_posterior_sd,0.5198013648008166,0.001020842873242221,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__coverage_95,random_m16_g0.00_stop,ability,coverage_95,precision-estimation,random,16,True,0.0,40,coverage_95,0.9475000000000001,0.005987926448938289,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__mean_n_observations,random_m16_g0.00_stop,ability,mean_n_observations,precision-estimation,random,16,True,0.0,40,mean_n_observations,16.0,0.0,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__mean_fit_seconds,random_m16_g0.00_stop,ability,mean_fit_seconds,precision-estimation,random,16,True,0.0,40,mean_fit_seconds,3.0462145546872322e-05,2.0168062547953762e-08,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.00_stop__mean_select_seconds,random_m16_g0.00_stop,ability,mean_select_seconds,precision-estimation,random,16,True,0.0,40,mean_select_seconds,2.0901166171922727e-05,2.3939665743287598e-08,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__rmse,random_m16_g0.25_stop,ability,rmse,precision-estimation,random,16,True,0.25,40,rmse,0.8758569261451552,0.020934341973324284,rmse,0.8758569261451552,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__mae,random_m16_g0.25_stop,ability,mae,precision-estimation,random,16,True,0.25,40,mae,0.7046810294268034,0.019401479148925385,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__bias,random_m16_g0.25_stop,ability,bias,precision-estimation,random,16,True,0.25,40,bias,0.569781389399167,0.026151313375887417,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__pearson_r,random_m16_g0.25_stop,ability,pearson_r,precision-estimation,random,16,True,0.25,40,pearson_r,0.7270551125718517,0.021854500334936137,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__mean_posterior_sd,random_m16_g0.25_stop,ability,mean_posterior_sd,precision-estimation,random,16,True,0.25,40,mean_posterior_sd,0.5129811067942346,0.0007683618708584453,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__coverage_95,random_m16_g0.25_stop,ability,coverage_95,precision-estimation,random,16,True,0.25,40,coverage_95,0.7424999999999999,0.017686971119115363,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__mean_n_observations,random_m16_g0.25_stop,ability,mean_n_observations,precision-estimation,random,16,True,0.25,40,mean_n_observations,16.0,0.0,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__mean_fit_seconds,random_m16_g0.25_stop,ability,mean_fit_seconds,precision-estimation,random,16,True,0.25,40,mean_fit_seconds,3.0462268907092137e-05,2.1152593693553595e-08,rmse,,0.45,False,21.733333333333334,USD
random_m16_g0.25_stop__mean_select_seconds,random_m16_g0.25_stop,ability,mean_select_seconds,precision-estimation,random,16,True,0.25,40,mean_select_seconds,2.0945157108860352e-05,2.0688554301925722e-08,rmse,,0.45,False,21.733333333333334,USD
