id;time;property1;property2;property3;property4;property5;failed;time_of_death;details;type;orgin_id;network_id;contents
120;2020-05-04 07:55:03.39925;4;TRUE;206.720.672.067.207;FALSE;;FALSE;;"{""response_id"": 524, ""propagate_failure"": false}";criticsm_trial;136;20;"{""vector"": [46.87869389205787, 220.09166757341347, -151.50955550783283, 105.910591059106, 104.92858161104982], ""active_index"": 4, ""reverse_scale"": false}"
121;2020-05-04 07:55:30.924639;4;TRUE;-756.675.667.566.757;FALSE;;FALSE;;"{""response_id"": 529, ""propagate_failure"": false}";criticsm_trial;140;18;"{""vector"": [-463.95182074366426, 367.8393047417844, -428.622862286229, 378.097809780978, 267.23737176493637], ""active_index"": 4, ""reverse_scale"": false}"
122;2020-05-04 07:55:32.189949;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 526, ""propagate_failure"": false}";criticsm_trial;142;21;"{""vector"": [434.33745595313553, -2.8149140910667256, 2.437290030616623, -125.3898292797029, 481.2504161656848], ""active_index"": 0, ""reverse_scale"": false}"
123;04.05.20 07:55;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 528, ""propagate_failure"": false}";criticsm_trial;144;22;"{""vector"": [233.95321689928107, 398.1343389484009, 169.6586654003529, 285.59483268976385, -581.2262699840351], ""active_index"": 4, ""reverse_scale"": false}"
124;2020-05-04 07:56:03.243803;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 532, ""propagate_failure"": false}";criticsm_trial;146;23;"{""vector"": [-38.28838466322634, 118.65666154817643, 354.76280162144735, -87.04439275372226, 334.47076196762896], ""active_index"": 4, ""reverse_scale"": false}"
125;2020-05-04 07:56:04.649079;4;TRUE;226.882.688.268.827;FALSE;;FALSE;;"{""response_id"": 537, ""propagate_failure"": false}";criticsm_trial;147;20;"{""vector"": [-524.8088453296477, 220.09166757341347, -151.50955550783283, 105.910591059106, 206.720672067207], ""active_index"": 0, ""reverse_scale"": false}"
126;2020-05-04 07:56:05.113898;6;TRUE;"""1""";FALSE;8;FALSE;;"{""response_id"": 531, ""propagate_failure"": false}";headphone_trial;9;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_SIO.wav"", ""label"": ""SIO"", ""correct_answer"": ""1""}"
127;2020-05-04 07:56:14.161734;6;TRUE;"""2""";FALSE;2;FALSE;;"{""response_id"": 533, ""propagate_failure"": false}";headphone_trial;3;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_ISO.wav"", ""label"": ""ISO"", ""correct_answer"": ""2""}"
128;2020-05-04 07:56:14.950275;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 535, ""propagate_failure"": false}";criticsm_trial;148;21;"{""vector"": [600, 378.7475905899205, 2.437290030616623, -125.3898292797029, 481.2504161656848], ""active_index"": 1, ""reverse_scale"": false}"
129;2020-05-04 07:56:19.864651;6;TRUE;"""3""";FALSE;4;FALSE;;"{""response_id"": 534, ""propagate_failure"": false}";headphone_trial;5;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_IOS.wav"", ""label"": ""IOS"", ""correct_answer"": ""3""}"
130;2020-05-04 07:56:25.400162;6;TRUE;"""1""";FALSE;6;FALSE;;"{""response_id"": 536, ""propagate_failure"": false}";headphone_trial;7;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_SOI.wav"", ""label"": ""SOI"", ""correct_answer"": ""1""}"
131;2020-05-04 07:56:29.859992;3;TRUE;-600;FALSE;;FALSE;;"{""response_id"": 541, ""propagate_failure"": false}";criticsm_trial;149;22;"{""vector"": [341.93602512585437, 398.1343389484009, 169.6586654003529, 285.59483268976385, 600], ""active_index"": 0, ""reverse_scale"": false}"
132;2020-05-04 07:56:31.013146;6;TRUE;"""3""";FALSE;12;FALSE;;"{""response_id"": 538, ""propagate_failure"": false}";headphone_trial;13;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_OIS.wav"", ""label"": ""OIS"", ""correct_answer"": ""3""}"
133;2020-05-04 07:56:32.666904;4;TRUE;151.815.181.518.152;FALSE;;FALSE;;"{""response_id"": 544, ""propagate_failure"": false}";criticsm_trial;150;18;"{""vector"": [-473.60651406397085, 367.8393047417844, -428.622862286229, 378.097809780978, -75.6675667566757], ""active_index"": 0, ""reverse_scale"": false}"
134;2020-05-04 07:56:36.313678;6;TRUE;"""2""";FALSE;10;FALSE;;"{""response_id"": 539, ""propagate_failure"": false}";headphone_trial;11;1;"{""url"": ""https://s3.amazonaws.com/headphone-check/antiphase_HC_OSI.wav"", ""label"": ""OSI"", ""correct_answer"": ""2""}"
135;2020-05-04 07:56:45.435777;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 545, ""propagate_failure"": false}";criticsm_trial;151;23;"{""vector"": [-537.0028626693903, 118.65666154817643, 354.76280162144735, -87.04439275372226, 600], ""active_index"": 0, ""reverse_scale"": false}"
136;2020-05-04 07:56:57.670272;4;TRUE;-357.935.793.579.358;FALSE;;FALSE;;"{""response_id"": 547, ""propagate_failure"": false}";criticsm_trial;153;20;"{""vector"": [226.882688268827, -324.68262709214844, -151.50955550783283, 105.910591059106, 206.720672067207], ""active_index"": 1, ""reverse_scale"": false}"
137;2020-05-04 07:57:00.014806;3;TRUE;-600;FALSE;;FALSE;;"{""response_id"": 546, ""propagate_failure"": false}";criticsm_trial;152;21;"{""vector"": [600, 600, -342.1943994946457, -125.3898292797029, 481.2504161656848], ""active_index"": 2, ""reverse_scale"": false}"
138;2020-05-04 07:57:16.831229;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 548, ""propagate_failure"": false}";criticsm_trial;154;22;"{""vector"": [-600, 389.97273831824884, 169.6586654003529, 285.59483268976385, 600], ""active_index"": 1, ""reverse_scale"": false}"
139;2020-05-04 07:57:24.459467;4;TRUE;418.541.854.185.419;FALSE;;FALSE;;"{""response_id"": 552, ""propagate_failure"": false}";criticsm_trial;155;18;"{""vector"": [15.1815181518152, -266.55430872545725, -428.622862286229, 378.097809780978, -75.6675667566757], ""active_index"": 1, ""reverse_scale"": false}"
140;2020-05-04 07:57:26.051412;3;TRUE;510.051.005.100.509;FALSE;;FALSE;;"{""response_id"": 550, ""propagate_failure"": false}";criticsm_trial;156;23;"{""vector"": [600, 220.29654547554617, 354.76280162144735, -87.04439275372226, 600], ""active_index"": 1, ""reverse_scale"": false}"
141;2020-05-04 07:57:48.510255;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 554, ""propagate_failure"": false}";criticsm_trial;157;21;"{""vector"": [600, 600, -600, -504.06867409335695, 481.2504161656848], ""active_index"": 3, ""reverse_scale"": false}"
142;2020-05-04 07:57:54.791181;4;TRUE;-136.153.615.361.536;FALSE;;FALSE;;"{""response_id"": 560, ""propagate_failure"": false}";criticsm_trial;158;20;"{""vector"": [226.882688268827, -357.935793579358, 490.04025922032974, 105.910591059106, 206.720672067207], ""active_index"": 2, ""reverse_scale"": false}"
143;2020-05-04 07:58:00.924086;3;TRUE;-600;FALSE;;FALSE;;"{""response_id"": 556, ""propagate_failure"": false}";criticsm_trial;159;22;"{""vector"": [-600, 600, 599.4376154319486, 285.59483268976385, 600], ""active_index"": 2, ""reverse_scale"": false}"
144;04.05.20 07:58;6;TRUE;54.959.495.949.595;FALSE;;FALSE;;"{""response_id"": 557, ""propagate_failure"": false}";criticsm_trial;163;24;"{""vector"": [-385.90998374827024, 493.11940911034253, -405.4413194273238, -84.89575037504528, 245.11679155332536], ""active_index"": 2, ""reverse_scale"": false}"
145;2020-05-04 07:58:16.809193;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 558, ""propagate_failure"": false}";criticsm_trial;160;23;"{""vector"": [600, 5.10051005100509, 574.8464995411498, -87.04439275372226, 600], ""active_index"": 2, ""reverse_scale"": false}"
146;2020-05-04 07:58:27.242018;3;TRUE;-510.051.005.100.511;FALSE;;FALSE;;"{""response_id"": 563, ""propagate_failure"": false}";criticsm_trial;164;21;"{""vector"": [600, 600, -600, 600, 45.79549649341891], ""active_index"": 4, ""reverse_scale"": false}"
147;2020-05-04 07:58:32.858829;4;TRUE;-105.910.591.059.106;FALSE;;FALSE;;"{""response_id"": 567, ""propagate_failure"": false}";criticsm_trial;161;18;"{""vector"": [15.1815181518152, 418.541854185419, 533.330009039307, 378.097809780978, -75.6675667566757], ""active_index"": 2, ""reverse_scale"": false}"
148;2020-05-04 07:58:37.652082;6;TRUE;438.703.870.387.039;FALSE;;FALSE;;"{""response_id"": 564, ""propagate_failure"": false}";criticsm_trial;171;26;"{""vector"": [-281.0694949290468, -32.817104379628404, 597.1966943528714, -243.652223651391, 258.99008841462444], ""active_index"": 2, ""reverse_scale"": false}"
149;2020-05-04 07:58:42.589551;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 565, ""propagate_failure"": false}";criticsm_trial;167;23;"{""vector"": [600, 5.10051005100509, 600, 566.0930458807661, 600], ""active_index"": 3, ""reverse_scale"": false}"
150;2020-05-04 07:58:50.627999;6;TRUE;151.815.181.518.152;FALSE;;FALSE;;"{""response_id"": 569, ""propagate_failure"": false}";criticsm_trial;173;27;"{""vector"": [300.25885500698905, 284.4535503013775, -497.2937605174897, -211.77317351015392, -271.16175719116404], ""active_index"": 1, ""reverse_scale"": false}"
151;2020-05-04 07:58:54.927136;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 566, ""propagate_failure"": false}";criticsm_trial;175;21;"{""vector"": [-136.04289465054507, 600, -600, 600, -5.10051005100511], ""active_index"": 0, ""reverse_scale"": false}"
152;2020-05-04 07:59:10.352652;3;TRUE;-600;FALSE;;FALSE;;"{""response_id"": 568, ""propagate_failure"": false}";criticsm_trial;177;23;"{""vector"": [600, 5.10051005100509, 600, 600, 581.4498585204817], ""active_index"": 4, ""reverse_scale"": false}"
153;2020-05-04 07:59:14.878231;4;TRUE;337.773.777.377.738;FALSE;;FALSE;;"{""response_id"": 572, ""propagate_failure"": false}";criticsm_trial;174;20;"{""vector"": [226.882688268827, -357.935793579358, -136.153615361536, 158.98363567285503, 206.720672067207], ""active_index"": 3, ""reverse_scale"": false}"
154;2020-05-04 07:59:20.801125;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 570, ""propagate_failure"": false}";criticsm_trial;178;21;"{""vector"": [600, 76.91991795070112, -600, 600, -5.10051005100511], ""active_index"": 1, ""reverse_scale"": false}"
155;2020-05-04 07:59:24.941885;6;FALSE;;FALSE;;FALSE;;"{""propagate_failure"": false}";criticsm_trial;169;25;"{""vector"": [-329.1748549989264, -472.3440435252824, -144.35807732930226, -161.8581124906484, 440.3513503918557], ""active_index"": 0, ""reverse_scale"": false}"
156;2020-05-04 07:59:32.304583;3;TRUE;600;FALSE;;FALSE;;"{""response_id"": 571, ""propagate_failure"": false}";criticsm_trial;180;23;"{""vector"": [387.61461328351083, 5.10051005100509, 600, 600, -600], ""active_index"": 0, ""reverse_scale"": false}"
157;2020-05-04 07:59:41.718602;3;TRUE;-600;FALSE;;FALSE;;"{""response_id"": 573, ""propagate_failure"": false}";criticsm_trial;182;21;"{""vector"": [600, 600, -239.6750092928258, 600, -5.10051005100511], ""active_index"": 2, ""reverse_scale"": false}"
158;2020-05-04 07:59:48.363336;4;FALSE;;FALSE;;FALSE;;"{""propagate_failure"": false}";criticsm_trial;179;18;"{""vector"": [15.1815181518152, 418.541854185419, -105.910591059106, 559.5803301915378, -75.6675667566757], ""active_index"": 3, ""reverse_scale"": false}"
159;2020-05-04 07:59:50.894036;3;FALSE;;FALSE;;FALSE;;"{""propagate_failure"": false}";criticsm_trial;183;23;"{""vector"": [600, -77.41236770838384, 600, 600, -600], ""active_index"": 1, ""reverse_scale"": false}"
