creation_time,property1,property2,property3,property4,property5,details,object_type,psynet_version,deployment_id,inherited,inherited_from,key,md5,host_path,url,type,extension,description,participant_id,trial_maker_id,network_id,node_id,trial_id,input_path,autogenerate_key,obfuscate,deposited,size_mb,deposit_time_sec,used_cache
2022-04-16 13:26:24.189218,,,,,,{},ExperimentAsset,7.0.0,Assets demo -- 2022-04-16--13-25-56,f,,participants/1/text_box__bfeb5b6b-df20-4e1c-8833-01c309f7e4a6.txt,1e2db57dd6527ad4f8f281ab028d2c70,experiments/Assets demo -- 2022-04-16--13-25-56/participants/1/text_box__bfeb5b6b-df20-4e1c-8833-01c309f7e4a6.txt,/Users/peter/psynet-storage/experiments/Assets demo -- 2022-04-16--13-25-56/participants/1/text_box__bfeb5b6b-df20-4e1c-8833-01c309f7e4a6.txt,file,.txt,text_box,1,,,,,/var/folders/31/38tl5xdn61qc0dssglmz4y_m0000gn/T/tmpkngdp_6d,t,1,t,8.58306884765625E-06,0.001058333999999660,
