creation_time,property1,property2,property3,property4,property5,details,object_type,psynet_version,key,host_path,url,type,extension,description,participant_id,trial_maker_id,network_id,node_id,trial_id,input_path,autogenerate_key,obfuscate,deposited,size_mb,deposit_time_sec,hash,used_cache
2022-04-16 11:51:50.699777,,,,,,{},ExperimentAsset,7.0.0,participants/1/text_box__f943b9df-c219-43c5-8dcb-ac27733f6ff3.txt,experiments/Assets demo -- 2022-04-16--11-50-42/participants/1/text_box__f943b9df-c219-43c5-8dcb-ac27733f6ff3.txt,/Users/peter/psynet-storage/experiments/Assets demo -- 2022-04-16--11-50-42/participants/1/text_box__f943b9df-c219-43c5-8dcb-ac27733f6ff3.txt,file,.txt,text_box,1,,,,,/var/folders/31/38tl5xdn61qc0dssglmz4y_m0000gn/T/tmpis25gm8t,t,1,t,8.58306884765625e-06,0.0008102500000006785,,
